id,split,stratum,problem_type,question_length,answer_sign,answer_magnitude
train-003445,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,204,positive,d2
train-003446,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,223,positive,d2
train-003447,train,le128|positive|d2|geometry,geometry,112,positive,d2
train-003448,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,150,positive,d2
train-003449,validation,129_256|positive|d2|geometry,geometry,168,positive,d2
train-003450,train,129_256|positive|d3|geometry,geometry,237,positive,d3
train-003451,train,le128|positive|d2|arithmetic_word_problem,arithmetic_word_problem,127,positive,d2
train-003452,train,129_256|positive|d1|geometry,geometry,160,positive,d1
train-003453,validation,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,163,positive,d3
train-003454,train,257_512|positive|d1|arithmetic_word_problem,arithmetic_word_problem,436,positive,d1
train-003455,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,170,positive,d2
train-003456,train,le128|positive|d2|arithmetic_word_problem,arithmetic_word_problem,115,positive,d2
train-003457,train,gt512|positive|d1|arithmetic_word_problem,arithmetic_word_problem,637,positive,d1
train-003458,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,169,positive,d2
train-003459,train,129_256|negative|d1|arithmetic_word_problem,arithmetic_word_problem,140,negative,d1
train-003460,validation,le128|positive|d1|geometry,geometry,102,positive,d1
train-003461,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,168,positive,d2
train-003462,train,257_512|positive|d2|geometry,geometry,410,positive,d2
train-003463,train,le128|positive|d1|arithmetic_word_problem,arithmetic_word_problem,83,positive,d1
train-003464,train,le128|positive|d1|arithmetic_word_problem,arithmetic_word_problem,103,positive,d1
train-003465,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,151,positive,d3
train-003466,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,154,positive,d1
train-003467,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,271,positive,d2
train-003468,train,129_256|positive|d2|geometry,geometry,241,positive,d2
train-003469,train,129_256|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,143,positive,d4_5
train-003470,train,129_256|positive|d2|geometry,geometry,159,positive,d2
train-003471,train,le128|positive|d1|arithmetic_word_problem,arithmetic_word_problem,57,positive,d1
train-003472,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,254,positive,d2
train-003473,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,346,positive,d2
train-003474,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,149,positive,d3
train-003475,train,257_512|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,373,positive,d4_5
train-003476,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,415,positive,d2
train-003477,train,257_512|positive|d3|arithmetic_word_problem,arithmetic_word_problem,364,positive,d3
train-003478,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,223,positive,d2
train-003479,train,129_256|positive|d2|number_theory,number_theory,137,positive,d2
train-003480,train,le128|positive|d2|arithmetic_word_problem,arithmetic_word_problem,75,positive,d2
train-003481,train,257_512|positive|d1|arithmetic_word_problem,arithmetic_word_problem,388,positive,d1
train-003482,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,272,positive,d2
train-003483,train,257_512|positive|d2|geometry,geometry,401,positive,d2
train-003484,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,141,positive,d1
train-003485,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,199,positive,d1
train-003486,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,235,positive,d2
train-003487,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,249,positive,d2
train-003488,train,le128|positive|d2|arithmetic_word_problem,arithmetic_word_problem,124,positive,d2
train-003489,validation,129_256|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,199,positive,d4_5
train-003490,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,208,positive,d3
train-003491,validation,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,166,positive,d2
train-003492,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,139,positive,d1
train-003493,train,le128|positive|d2|arithmetic_word_problem,arithmetic_word_problem,88,positive,d2
train-003494,train,le128|positive|d3|arithmetic_word_problem,arithmetic_word_problem,61,positive,d3
train-003495,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,275,positive,d2
train-003496,validation,129_256|positive|d6_plus|arithmetic_word_problem,arithmetic_word_problem,198,positive,d6_plus
train-003497,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,217,positive,d2
train-003498,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,159,positive,d2
train-003500,train,le128|positive|d3|arithmetic_word_problem,arithmetic_word_problem,123,positive,d3
train-003501,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,183,positive,d1
train-003502,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,130,positive,d2
train-003505,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,171,positive,d1
train-003506,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,189,positive,d3
train-003507,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,269,positive,d2
train-003508,train,129_256|positive|d4_5|geometry,geometry,155,positive,d4_5
train-003509,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,483,positive,d2
train-003510,train,129_256|positive|d1|algebra,algebra,226,positive,d1
train-003511,validation,129_256|zero|d1|algebra,algebra,142,zero,d1
train-003512,train,129_256|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,235,positive,d4_5
train-003513,train,257_512|positive|d3|arithmetic_word_problem,arithmetic_word_problem,299,positive,d3
train-003514,validation,le128|positive|d1|arithmetic_word_problem,arithmetic_word_problem,85,positive,d1
train-003515,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,133,positive,d2
train-003516,validation,le128|positive|d2|number_theory,number_theory,57,positive,d2
train-003517,train,le128|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,97,positive,d4_5
train-003518,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,151,positive,d2
train-003519,train,le128|positive|d1|arithmetic_word_problem,arithmetic_word_problem,126,positive,d1
train-003520,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,187,positive,d2
train-003521,validation,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,234,positive,d2
train-003522,train,le128|positive|d1|number_theory,number_theory,59,positive,d1
train-003523,train,le128|positive|d2|arithmetic_word_problem,arithmetic_word_problem,49,positive,d2
train-003524,train,gt512|positive|d2|combinatorics_probability,combinatorics_probability,541,positive,d2
train-003525,train,257_512|positive|d3|arithmetic_word_problem,arithmetic_word_problem,356,positive,d3
train-003526,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,223,positive,d2
train-003527,train,129_256|positive|d2|geometry,geometry,248,positive,d2
train-003528,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,229,positive,d3
train-003529,train,le128|positive|d2|arithmetic_word_problem,arithmetic_word_problem,121,positive,d2
train-003530,train,257_512|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,315,positive,d4_5
train-003531,train,129_256|positive|d1|geometry,geometry,218,positive,d1
train-003532,train,257_512|positive|d1|arithmetic_word_problem,arithmetic_word_problem,275,positive,d1
train-003533,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,232,positive,d2
train-003534,train,129_256|negative|d1|arithmetic_word_problem,arithmetic_word_problem,160,negative,d1
train-003535,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,186,positive,d1
train-003536,train,257_512|positive|d1|arithmetic_word_problem,arithmetic_word_problem,266,positive,d1
train-003537,train,257_512|positive|d3|arithmetic_word_problem,arithmetic_word_problem,448,positive,d3
train-003538,train,le128|positive|d2|arithmetic_word_problem,arithmetic_word_problem,69,positive,d2
train-003539,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,174,positive,d1
train-003540,validation,129_256|positive|d3|number_theory,number_theory,130,positive,d3
train-003541,train,le128|positive|d1|arithmetic_word_problem,arithmetic_word_problem,51,positive,d1
train-003542,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,169,positive,d3
train-003543,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,217,positive,d3
train-003544,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,147,positive,d2
train-003545,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,333,positive,d2
train-003546,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,174,positive,d2
train-003547,train,257_512|positive|d1|arithmetic_word_problem,arithmetic_word_problem,321,positive,d1
train-003548,train,257_512|positive|d4_5|number_theory,number_theory,331,positive,d4_5
train-003549,train,257_512|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,261,positive,d4_5
train-003551,train,le128|positive|d1|arithmetic_word_problem,arithmetic_word_problem,71,positive,d1
train-003552,validation,129_256|negative|d1|algebra,algebra,136,negative,d1
train-003553,train,129_256|negative|d2|arithmetic_word_problem,arithmetic_word_problem,245,negative,d2
train-003554,train,129_256|positive|d3|geometry,geometry,158,positive,d3
train-003555,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,315,positive,d2
train-003556,train,le128|positive|d1|arithmetic_word_problem,arithmetic_word_problem,50,positive,d1
train-003558,train,257_512|positive|d1|arithmetic_word_problem,arithmetic_word_problem,363,positive,d1
train-003559,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,227,positive,d2
train-003560,train,le128|positive|d2|arithmetic_word_problem,arithmetic_word_problem,116,positive,d2
train-003561,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,287,positive,d2
train-003563,train,257_512|positive|d4_5|combinatorics_probability,combinatorics_probability,362,positive,d4_5
train-003564,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,173,positive,d3
train-003565,train,129_256|positive|d3|combinatorics_probability,combinatorics_probability,256,positive,d3
train-003566,validation,le128|positive|d1|arithmetic_word_problem,arithmetic_word_problem,85,positive,d1
train-003567,validation,le128|positive|d1|algebra,algebra,112,positive,d1
train-003568,train,129_256|positive|d2|number_theory,number_theory,234,positive,d2
train-003569,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,166,positive,d2
train-003570,train,257_512|positive|d3|arithmetic_word_problem,arithmetic_word_problem,361,positive,d3
train-003571,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,227,positive,d1
train-003572,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,196,positive,d3
train-003573,train,gt512|positive|d1|arithmetic_word_problem,arithmetic_word_problem,985,positive,d1
train-003574,train,le128|positive|d2|geometry,geometry,98,positive,d2
train-003575,train,gt512|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,548,positive,d4_5
train-003576,train,le128|positive|d2|arithmetic_word_problem,arithmetic_word_problem,111,positive,d2
train-003577,train,129_256|positive|d4_5|arithmetic_word_problem,arithmetic_word_problem,138,positive,d4_5
train-003578,train,129_256|positive|d2|geometry,geometry,252,positive,d2
train-003579,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,355,positive,d2
train-003580,train,le128|positive|d3|arithmetic_word_problem,arithmetic_word_problem,19,positive,d3
train-003581,validation,257_512|positive|d2|geometry,geometry,317,positive,d2
train-003582,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,198,positive,d3
train-003583,train,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,237,positive,d1
train-003584,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,301,positive,d2
train-003585,train,129_256|positive|d1|geometry,geometry,233,positive,d1
train-003586,train,le128|positive|d2|arithmetic_word_problem,arithmetic_word_problem,78,positive,d2
train-003587,train,129_256|positive|d3|arithmetic_word_problem,arithmetic_word_problem,202,positive,d3
train-003588,train,129_256|positive|d2|geometry,geometry,224,positive,d2
train-003589,validation,129_256|positive|d1|arithmetic_word_problem,arithmetic_word_problem,254,positive,d1
train-003590,train,129_256|positive|d6_plus|geometry,geometry,222,positive,d6_plus
train-003591,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,268,positive,d2
train-003592,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,256,positive,d2
train-003593,train,257_512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,346,positive,d2
train-003594,train,gt512|positive|d2|arithmetic_word_problem,arithmetic_word_problem,524,positive,d2
train-003595,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,212,positive,d2
train-003596,train,le128|positive|d2|arithmetic_word_problem,arithmetic_word_problem,121,positive,d2
train-003597,train,129_256|positive|d2|arithmetic_word_problem,arithmetic_word_problem,148,positive,d2
